ps_number,part_name,part_type,manufacturer_part_number,part_manufacturer,part_price,part_description,install_difficulty,install_time,install_video_url,part_url,average_rating,num_reviews,appliance_type,brand,manufactured_for,availability,replaces_parts
PS4133148,Tapping Screw 6002-000213,Hardware,6002-000213,Samsung,5.4000,,,,,https://www.partselect.com/PS4133148-Samsung-6002-000213-Tapping-Screw.htm?SourceCode=18,,,refrigerator,Samsung,"Samsung, Kenmore",In Stock,"110647, 6002-000213, 6002-000471"
PS4133247,Screw 6002-001122,Hardware,6002-001122,Samsung,5.4000,,,,,https://www.partselect.com/PS4133247-Samsung-6002-001122-Screw.htm?SourceCode=18,,,refrigerator,Samsung,"Samsung, Kenmore",In Stock,110661
PS4133150,Tapping Screw 6002-000215,Hardware,6002-000215,Samsung,5.4000,,,,,https://www.partselect.com/PS4133150-Samsung-6002-000215-Tapping-Screw.htm?SourceCode=18,,,refrigerator,Samsung,"Samsung, Kenmore",In Stock,"110648, 6002-001341"
PS4133456,Door Handle Screw 6011-001442,Hardware,6011-001442,Samsung,6.9300,,,,,https://www.partselect.com/PS4133456-Samsung-6011-001442-Door-Handle-Screw.htm?SourceCode=18,,,refrigerator,Samsung,"Samsung, Maytag, Kenmore",In Stock,
PS4133226,Screw 6002-000613,Hardware,6002-000613,Samsung,5.4000,,,,,https://www.partselect.com/PS4133226-Samsung-6002-000613-Screw.htm?SourceCode=18,,,refrigerator,Samsung,"Samsung, Maytag",In Stock,"110658, 6002-000613"
PS11771560,Door Handle Mounting Screw DA61-11161A,Hardware,DA61-11161A,Samsung,10.6400,"This Door Handle Mounting Screw (DA61-11161A) is a genuine part specifically designed for Samsung refrigerators. It is compatible with various Samsung refrigerators, ensuring a proper fit and functionality.",,,,https://www.partselect.com/PS11771560-Samsung-DA61-11161A-Door-Handle-Mounting-Screw.htm?SourceCode=18,,,refrigerator,Samsung,Samsung,In Stock,110844
PS8748092,Water Dispenser Button ABH74219603,Knob,ABH74219603,LG,65.3500,"This water dispenser button is a genuine OEM part designed for LG refrigerators. When you push the button, a valve is activated inside the refrigerator, which releases water from the internal water supply. If the button is faulty, you will also likely notice that the dispenser can not release any water, or that it does so inconsistently. Over time the button may fail due to aging or due to accidental damage. You will need to replace the button if it is unresponsive when you push it, or if it seems stuck.",Very Easy,15 - 30 mins,,https://www.partselect.com/PS8748092-LG-ABH74219603-Water-Dispenser-Button.htm?SourceCode=18,3.5,6,refrigerator,LG,LG,In Stock,"AP5782522, ABH74219601, ABH74219602, ABH74219604, MBG64107801"
PS3637215,Refrigerator Button Assembly ABH74499601,Knob,ABH74499601,LG,59.5800,"Introducing the LG Refrigerator Button Assembly, a genuine OEM item designed for compatibility with some models of LG refrigerators. This button assembly is integral for maintaining the optimal functionality of your fridge. It's important to verify the suitability of this part with your model before ordering, as there may be slight variations in size and shape among different models. Despite these variations, the LG Refrigerator Button Assembly ensures your fridge operates at its pinnacle performance. Enhancing the lifespan of your appliance, it's an essential component of LG refrigerator maintenance. Trust in LG's commitment to quality and superior performance with this indispensable refrigerator part.",Really Easy,15 - 30 mins,,https://www.partselect.com/PS3637215-LG-ABH74499601-Refrigerator-Button-Assembly.htm?SourceCode=18,5,2,refrigerator,LG,LG,In Stock,MBG62302601
PS8752266,"BUTTON,LEVER MBG64348704",Knob,MBG64348704,LG,42.3600,,,,,https://www.partselect.com/PS8752266-LG-MBG64348704-BUTTON-LEVER.htm?SourceCode=18,,,refrigerator,LG,LG,In Stock,"MBG64107901, MBG64107902, MBG64107903, MBG64348701, MBG64348706"
PS12370514,BUTTON ASSEMBLY ABH74399715,Knob,ABH74399715,LG,77.9500,,,,,https://www.partselect.com/PS12370514-LG-ABH74399715-BUTTON-ASSEMBLY.htm?SourceCode=18,,,refrigerator,LG,LG,In Stock,
PS12390513,"BUTTON,LEVER MBG66024501",Knob,MBG66024501,LG,42.3600,,,,,https://www.partselect.com/PS12390513-LG-MBG66024501-BUTTON-LEVER.htm?SourceCode=18,,,refrigerator,LG,LG,In Stock,
PS7795639,"KNOB,SHUTTER MEY62654202",Knob,MEY62654202,LG,21.7600,,,,,https://www.partselect.com/PS7795639-LG-MEY62654202-KNOB-SHUTTER.htm?SourceCode=18,,,refrigerator,LG,"LG, Kenmore",In Stock,
PS11760177,BUTTON ASSEMBLY ABH74219704,Knob,ABH74219704,LG,99.1600,,,,,https://www.partselect.com/PS11760177-LG-ABH74219704-BUTTON-ASSEMBLY.htm?SourceCode=18,,,refrigerator,LG,LG,Special Order,
PS3613697,BUTTON ASSEMBLY ABH74479701,Knob,ABH74479701,LG,59.5800,,,,,https://www.partselect.com/PS3613697-LG-ABH74479701-BUTTON-ASSEMBLY.htm?SourceCode=18,,,refrigerator,LG,LG,On Order,"ABH74479702, MBG62302501"
PS1526366,LENS 241680201,Light or Bulb,241680201,Frigidaire,58.7800,,,,,https://www.partselect.com/PS1526366-Frigidaire-241680201-LENS.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Westinghouse, Crosley, Gibson",Special Order,"AP3965460, 1196635, 5304421831, 5304456654"
PS455088,Door Shelf Retainer Bar End Cap - Left Side 5303207229,Door Shelf,5303207229,Frigidaire,14.9100,,Really Easy,Less than 15 mins,,https://www.partselect.com/PS455088-Frigidaire-5303207229-Door-Shelf-Retainer-Bar-End-Cap-Left-Side.htm?SourceCode=18,,,refrigerator,Frigidaire,"Kenmore, Frigidaire, Uni",Special Order,"AP2137933, 329, 401171, 5303207466, Z401171-00"
PS455089,Door Shelf Retainer Bar End Cap - Right Side 5303207230,Door Shelf,5303207230,Frigidaire,15.6900,This white end cap is designed for the right side of your refrigerator door shelf retainer bar.,Really Easy,Less than 15 mins,,https://www.partselect.com/PS455089-Frigidaire-5303207230-Door-Shelf-Retainer-Bar-End-Cap-Right-Side.htm?SourceCode=18,,,refrigerator,Frigidaire,"Kenmore, Frigidaire, Uni",Special Order,"AP2137934, 497, 401172, 5303207467, Z401172-00"
PS298011,TRIM INSERT WR2X4950,Trim,WR2X4950,GE,51.8000,,,,,https://www.partselect.com/PS298011-GE-WR2X4950-TRIM-INSERT.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, RCA",Special Order,"AP2058535, 296933"
PS298468,Rear Trim WR2X7359,Trim,WR2X7359,GE,47.8200,,,,,https://www.partselect.com/PS298468-GE-WR2X7359-Rear-Trim.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, RCA",Special Order,"AP2059279, 297756"
PS298636,CAPTRIM HDLE WR2X7792,Trim,WR2X7792,GE,38.8400,,,,,https://www.partselect.com/PS298636-GE-WR2X7792-CAPTRIM-HDLE.htm?SourceCode=18,,,refrigerator,GE,"Hotpoint, General Electric, RCA",Special Order,"AP2059661, 298087"
PS302003,RETAINER TRIM SNACK SF WR38X1146,Trim,WR38X1146,GE,19.8900,,,,,https://www.partselect.com/PS302003-GE-WR38X1146-RETAINER-TRIM-SNACK-SF.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, Hotpoint, RCA",Special Order,
PS302004,RETAINER TRIM GL.SF. WR38X1147,Trim,WR38X1147,GE,19.8900,,,,,https://www.partselect.com/PS302004-GE-WR38X1147-RETAINER-TRIM-GL-SF.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, Kenmore, RCA",Special Order,
PS302009,RETAINER TRIM GLASS SHEL WR38X1162,Trim,WR38X1162,GE,28.8700,,,,,https://www.partselect.com/PS302009-GE-WR38X1162-RETAINER-TRIM-GLASS-SHEL.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Hotpoint, Kenmore, RCA",Special Order,
PS302065,Door TRIM FRZ WHITE WR38X1385,Trim,WR38X1385,GE,38.8400,,,,,https://www.partselect.com/PS302065-GE-WR38X1385-Door-TRIM-FRZ-WHITE.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, Hotpoint, RCA",Special Order,"AP2070082, 303061"
PS302066,DOOR TRIM FR ALMOND WR38X1386,Trim,WR38X1386,GE,38.8400,,,,,https://www.partselect.com/PS302066-GE-WR38X1386-DOOR-TRIM-FR-ALMOND.htm?SourceCode=18,,,refrigerator,GE,"General Electric, Kenmore, Hotpoint, RCA",Special Order,
PS302097,TRIM MEAT PAN WR38X1459,Trim,WR38X1459,GE,38.8400,,,,,https://www.partselect.com/PS302097-GE-WR38X1459-TRIM-MEAT-PAN.htm?SourceCode=18,,,refrigerator,GE,"Hotpoint, General Electric, RCA",Special Order,
PS302098,TRIM BRIGHT WR38X1460,Trim,WR38X1460,GE,30.8600,,,,,https://www.partselect.com/PS302098-GE-WR38X1460-TRIM-BRIGHT.htm?SourceCode=18,,,refrigerator,GE,"Hotpoint, General Electric, RCA",Special Order,
PS450526,SPRING-ICE CNTNR Door 5300184853,Spring or Shock Absorber,5300184853,Frigidaire,30.8600,,,,,https://www.partselect.com/PS450526-Frigidaire-5300184853-SPRING-ICE-CNTNR-Door.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Tappan, Uni",Special Order,"AP2134986, 609209, 01123539, 1123539, 3001172, G000177698, G000184853, G177698, G184853"
PS452735,SPRING 5301121700,Spring or Shock Absorber,5301121700,Frigidaire,8.9200,,,,,https://www.partselect.com/PS452735-Frigidaire-5301121700-SPRING.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Tappan, Uni",Special Order,"01121700, 1121700, 3001130, G000174428, G174428"
PS452747,SPRING 5301123767,Spring or Shock Absorber,5301123767,Frigidaire,40.8400,,,,,https://www.partselect.com/PS452747-Frigidaire-5301123767-SPRING.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Tappan, Uni",Special Order,"AP2135726, 613587, 01123767, 1123767, 3001165, G000174701, G174701"
PS453085,SPRING-WTR ACTUATOR 5303001072,Spring or Shock Absorber,5303001072,Frigidaire,41.8300,,,,,https://www.partselect.com/PS453085-Frigidaire-5303001072-SPRING-WTR-ACTUATOR.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Gibson, Tappan",Special Order,"02832212, 3001072, G000174700, G174700"
PS453103,SPRING-TRAY RETURN 5303001132,Spring or Shock Absorber,5303001132,Frigidaire,15.9100,,,,,https://www.partselect.com/PS453103-Frigidaire-5303001132-SPRING-TRAY-RETURN.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Tappan, Kelvinator, Gibson",Special Order,"AP2135961, 614710, 00618685, 3001132, 618685, G000174435, G174435"
PS453105,SPRING-SENSING ARM 5303001139,Spring or Shock Absorber,5303001139,Frigidaire,27.8700,,,,,https://www.partselect.com/PS453105-Frigidaire-5303001139-SPRING-SENSING-ARM.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Tappan, Uni",Special Order,"02831731, 2831731, 3001139, G000174485, G174485"
PS473745,SPRING-ROLLER ADJ 5308009790,Spring or Shock Absorber,5308009790,Frigidaire,9.9200,,,,,https://www.partselect.com/PS473745-Frigidaire-5308009790-SPRING-ROLLER-ADJ.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kenmore, Gibson, Kelvinator",Special Order,"AP2152482, 641237, 08009790, 3001402, 8009790, G000178494, G178494"
PS473799,SPRING-FLIPPER RTNR 5308010300,Spring or Shock Absorber,5308010300,Frigidaire,49.8100,,,,,https://www.partselect.com/PS473799-Frigidaire-5308010300-SPRING-FLIPPER-RTNR.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kelvinator, Gibson, Tappan",Special Order,"AP2152541, 641335, 08010300, 3001059, 8010300, G000177718, G000184726, G177718, G184726"
PS422006,HANDLE-DOOR 215091901,Handle,215091901,Frigidaire,73.2700,,,,,https://www.partselect.com/PS422006-Frigidaire-215091901-HANDLE-DOOR.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Tappan",Special Order,
PS422022,HANDLE END 215100018,Handle,215100018,Frigidaire,10.9200,,,,,https://www.partselect.com/PS422022-Frigidaire-215100018-HANDLE-END.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Tappan",Special Order,"AP2110524, 439463"
PS422053,TRIM-HANDLE 215117414,Handle,215117414,Frigidaire,46.8200,,,,,https://www.partselect.com/PS422053-Frigidaire-215117414-TRIM-HANDLE.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Gibson, Tappan",Special Order,"AP2579676, 439513, 215117403, 215117404, 215117405, 215117406, 215117408, 215117410, 215117411, 215117413, 215117415, 215117416"
PS422456,TRIM-HANDLE 215268110,Handle,215268110,Frigidaire,29.8700,,,,,https://www.partselect.com/PS422456-Frigidaire-215268110-TRIM-HANDLE.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Tappan",Special Order,"215268103, 215268105, 215268106, 215268108"
PS11739204,Refrigerator Door Shelf End Cap WP2195916K,Door Shelf,WP2195916K,Whirlpool,16.6900,Sold Individually.,Really Easy,Less than 15 mins,https://www.youtube.com/watch?v=eFrd9Et0xwc,https://www.partselect.com/PS11739204-Whirlpool-WP2195916K-Refrigerator-Door-Shelf-End-Cap.htm?SourceCode=18,3.83,6,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Amana",In Stock,"AP6006139, 2156002, 2195916, 2195916K"
PS370794,Refrigerator Door Shelf End Cap 4386917,Door Shelf,4386917,Whirlpool,18.9000,This door shelf end cap set contains two white end caps. Each end cap can be used as either the right or the left side. These end caps also come with adhesive strips and an instructions sheet.,Really Easy,Less than 15 mins,,https://www.partselect.com/PS370794-Whirlpool-4386917-Refrigerator-Door-Shelf-End-Cap.htm?SourceCode=18,4.89,19,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Roper",In Stock,"AP3108000, 3113, 4386917, 1011, 1105685, 1124341, 2148027, 4344352, 4386917"
PS371829,Refrigerator Door Shelf End Cap Kit 4388286,Door Shelf,4388286,Whirlpool,18.9000,"This door shelf end cap kit contains two white end caps, two adhesive strips, and an instructions sheet. Each end cap can be used as either for the left side or the right side.",Really Easy,Less than 15 mins,,https://www.partselect.com/PS371829-Whirlpool-4388286-Refrigerator-Door-Shelf-End-Cap-Kit.htm?SourceCode=18,4.88,17,refrigerator,Whirlpool,"Whirlpool, Roper",In Stock,"AP3109226, 586835, 1124877, 4387530, 4388286"
PS11739224,Refrigerator Door Shelf Retainer Bar End Cap WP2196190,Door Shelf,WP2196190,Whirlpool,10.9200,This white door shelf retainer bar end cap is sold individually. Use it for the left side of your refrigerator door shelf retainer bar.,Really Easy,Less than 15 mins,,https://www.partselect.com/PS11739224-Whirlpool-WP2196190-Refrigerator-Door-Shelf-Retainer-Bar-End-Cap.htm?SourceCode=18,4.8,5,refrigerator,Whirlpool,"Whirlpool, Kenmore, Roper",In Stock,"AP6006158, 2182122, 2196190"
PS358766,Door Shelf End Cap Set 4318297,Door Shelf,4318297,Whirlpool,21.8900,This door shelf end cap set contains two white end caps and adhesive tape.,Really Easy,Less than 15 mins,,https://www.partselect.com/PS358766-Whirlpool-4318297-Door-Shelf-End-Cap-Set.htm?SourceCode=18,4.7,20,refrigerator,Whirlpool,"Kenmore, Whirlpool, Roper, KitchenAid",In Stock,"AP3103596, 2880, 1010, 1106861, 1124343, 2148026, 4318297, 8215"
PS11739223,Refrigerator Door Shelf Retainer Bar End Cap WP2196189,Door Shelf,WP2196189,Whirlpool,10.9200,Sold individually.,Really Easy,Less than 15 mins,,https://www.partselect.com/PS11739223-Whirlpool-WP2196189-Refrigerator-Door-Shelf-Retainer-Bar-End-Cap.htm?SourceCode=18,3,1,refrigerator,Whirlpool,"Whirlpool, Kenmore, Roper",In Stock,"AP6006157, 2182123, 2196189"
PS11740391,Refrigerator Door Trim (White) WP2318736,Door Shelf,WP2318736,Whirlpool,54.3200,Also known as Door Retainer Bar.,Very Easy,Less than 15 mins,,https://www.partselect.com/PS11740391-Whirlpool-WP2318736-Refrigerator-Door-Trim-White.htm?SourceCode=18,4,4,refrigerator,Whirlpool,"Kenmore, Whirlpool",In Stock,"AP6007278, 2223727, 2223727K, 2318736"
PS11739203,Refrigerator Shelf End Cap (White) WP2195915,Door Shelf,WP2195915,Whirlpool,14.9100,Sold individually.,,,,https://www.partselect.com/PS11739203-Whirlpool-WP2195915-Refrigerator-Shelf-End-Cap-White.htm?SourceCode=18,3.67,3,refrigerator,Whirlpool,"Whirlpool, Kenmore, Roper, Estate",In Stock,"AP6006138, 2156000, 2195915"
PS11739246,Lens WP2198643,Light or Bulb,WP2198643,Whirlpool,7.9300,,,,,https://www.partselect.com/PS11739246-Whirlpool-WP2198643-Lens.htm?SourceCode=18,,,refrigerator,Whirlpool,"Kenmore, KitchenAid, Whirlpool, Jenn-Air",Special Order,2198643
PS8711921,LAMP 00416125,Light or Bulb,00416125,Bosch,85.6100,,,,,https://www.partselect.com/PS8711921-Bosch-00416125-LAMP.htm?SourceCode=18,,,refrigerator,Bosch,Thermador,In Stock,"AP2833687, 00415937, 35-01-113, 35-01-789, 415937, 416125"
PS8713367,LAMP HOUSING 00422485,Light or Bulb,00422485,Bosch,108.8200,,,,,https://www.partselect.com/PS8713367-Bosch-00422485-LAMP-HOUSING.htm?SourceCode=18,,,refrigerator,Bosch,Thermador,Special Order,"AP3382382, 422485"
PS8713398,LENS 00422616,Light or Bulb,00422616,Bosch,23.1000,,,,,https://www.partselect.com/PS8713398-Bosch-00422616-LENS.htm?SourceCode=18,,,refrigerator,Bosch,Thermador,Special Order,"AP3387054, 422616"
PS8715601,LAMP HOUSING 00444744,Light or Bulb,00444744,Bosch,215.8200,,,,,https://www.partselect.com/PS8715601-Bosch-00444744-LAMP-HOUSING.htm?SourceCode=18,,,refrigerator,Bosch,Thermador,Special Order,"AP3858036, 444744"
PS4176627,Evaporator Cooling Cover Assembly DA97-12608A,Cap or Lid,DA97-12608A,Samsung,176.9400,"This evaporator fan cover is a genuine OEM replacement part supplied directly by Samsung for use in Samsung fridges. It has measurements of 28.5 inches by 17 inches. The assembly includes the plastic covering, fan, and wiring. This assembly is responsible for protecting the evaporator coil from damage, such as accidental bumps or impacts from items stored in the refrigerator. The cover also helps direct airflow over the evaporator coil, ensuring efficient cooling throughout the refrigerator compartment. If the evaporator cover is damaged or improperly installed, it can lead to cooling issues, excessive frost buildup, and increased energy consumption by the fridge.",,,,https://www.partselect.com/PS4176627-Samsung-DA97-12608A-Evaporator-Cooling-Cover-Assembly.htm?SourceCode=18,5,1,refrigerator,Samsung,Samsung,In Stock,DA97-12628A
PS4176339,Refrigerator Door Bin DA97-11483A,Cap or Lid,DA97-11483A,Samsung,83.1700,Door bin attaches to the inside of the refrigerator door and typically holds jars and bottles.,,,,https://www.partselect.com/PS4176339-Samsung-DA97-11483A-Refrigerator-Door-Bin.htm?SourceCode=18,4.78,9,refrigerator,Samsung,Samsung,In Stock,AP5272852
PS4175803,Door Bin DA97-08406A,Cap or Lid,DA97-08406A,Samsung,121.4000,Sold individually.,Very Easy,Less than 15 mins,,https://www.partselect.com/PS4175803-Samsung-DA97-08406A-Door-Bin.htm?SourceCode=18,5,3,refrigerator,Samsung,Samsung,In Stock,"4578480, 2051375"
