ps_number,story_id,title,instruction,author,difficulty,repair_time,helpful_count,vote_count
PS817298,82194,Freeze would not re-start after temp rose above 23 degrees.,"Unplugged the freezer. Located the Run Capacitor (next to the compressor). Removed the wire holding bracket, removed the Run Capacitor from the Start Relay. Installed the NEW Capacitor, re-installed the holding bracket. Plugged the unit in, looking at the display for the proper start-up sequence data. All is good - freezer operating for a","Andy from GOOSE CREEK, SC",Really Easy,15 - 30 mins,2,2
PS817298,42492,Freezer compressor quit running causing freezer to defrost and ruin all contents.,"Very simple repair. Removed the bail that holds the compressor controller and run capacitor from the compressor, removed the controller & capacitor, inserted a very small screwdriver into the controller to compress the barbs that hold the electrical wires to the controller. Plugged in the wires to the new controller in the same position a","Kenneth from Safford, AZ",Really Easy,Less than 15 mins,9,13
PS817298,33292,Faulty Controller and Possibly Capacitor,"After building a test box and determining the Controller was bad simply ordered parts and installed. Installation was a little difficult due to locking spades on electrical connections.

Unplug all power from freezer. Remove Bail wire from controller capacitor unit and remove from compressor by pulling STRAIGHT from compre","eric from inglewood, TN",A Bit Difficult,Less than 15 mins,33,39
PS817298,14974,Freezer wouln't start,"First I removed the clamp, pulled out the part, and diconnected the two wires on the side and a small screw. Reconnected the new part with the small screw, connected the wires and plugged the part back to the side of the motor. Whaa La, Done.","Ivette from Grand Island, NY",Really Easy,Less than 15 mins,7,11
PS11756641,90615,Fridge had a clicking noise,Unscrew decorative plastic cover. Unsnap old damper assembly and disconnect wire connector. Snap in the new assembly and plug in the wires. Replace decorative cover.,"Theodore from JACKSON, WI",Very Easy,Less than 15 mins,3,3
PS11756641,89034,noise damper motor rattle,Very easy to fix . It was harder to empty the contents out or the refrigerator than to repair . The diagrams on this site were very helpful in identified the part. and it was delivered in 5 days.,"JOSEPH from LTL EGG HBR, NJ",Very Easy,Less than 15 mins,3,3
PS11756641,51410,Annoying sound from the fan control motor,"Removed the grill and control cover in the top middle of the main compartment, removed the control, unplugged it and put in the new one. The thing that took the longest was figuring out that this was the part that needed replacing. The fridge is less than two years old and about 6 months ago the control started making these odd noises. No","James from Longmont, CO",Really Easy,15 - 30 mins,36,45
PS11749348,84783,Refrigerator section wasn't getting cold.,To keep from having to pay the appliance repairman $100.00 for a diagnostic fee I just started replacing parts that were known for causing this problem. First I replaced the compressor switch and capacitor that didn't work so then I replaced the damper controller then I replaced the control board then I saw that the evaporator fan wasn't,"Edward from Muncie, IN",A Bit Difficult,1- 2 hours,12,15
PS11739623,93603,the old tray had water spots and looked bad,"just used my hands and popped the old out and just popped the new one in,to easy,thanks barry","Barry from GASTONIA, NC",Very Easy,Less than 15 mins,1,1
PS11739623,90546,replaced old drip grille - cosmetic reasons,pop out old- insert new,"SUSAN from JACKSONVILLE, FL",Very Easy,Less than 15 mins,1,1
PS11739623,84676,Replace ice maker,"Replace was very easy. Just undid three small bolts from freezer and old unit came straight away. Disconnected wiring, and just reversed the process with the new unit. After about four hours, the unit kicked in and started making ice. The only difficult part was reaching into the freezer as space was limited in this model (side by side fr","Andrew from ROCKY POINT, NY",Easy,30 - 60 mins,2,2
PS11739623,28262,water mineral deposits on dispenser over-flow tray,Snap out - snap in.,"Mark from Reno, NV",Really Easy,Less than 15 mins,36,54
PS11739623,21317,"Kitchenaid refrigerator shelf frames were cracking, needed replacement","I had to purchase two shelves and adjustable brackets - though I only needed the slidign glass shelves . Customjer service rep was helpful and pleasant, though the replacements shelves did not bear the Kitchenaid Logo or frosted scheme on glass shelves (I requested and was informed that the replacement shelves would match my Superbra) - O","Raymond from Coconut Creek, FL",Easy,Less than 15 mins,44,57
PS11739623,17825,I had no grille.,"I put the new grille in place.
Time: Two seconds.

LOL","Cynthia from Vero Beach, FL",Really Easy,Less than 15 mins,5,13
PS11739623,2572,Crisper drawer was broken. Other parts were stained due to hard water.,"All the parts were easy to find on the website and they arrived within a few days.

Only needed a screw driver to remove the old water arm dispenser and to install the new one.

The drawer, the ice guide and the grille/tray all snapped in place.","James from El Paso, TX",Really Easy,15 - 30 mins,12,19
PS11739628,83431,missing parts,I had to replace the missing whole parts which no assembly was required to do,"Chashia from FT LAUDERDALE, FL",Very Easy,Less than 15 mins,4,7
PS11749101,30393,Ice Door Holder Brocken,"To replace front cover and ice door kit I had to check the new cover how it is cliped on the bottom to remove the old cover, but after that it was not very difficult.","Jacob from Miami, FL",Easy,30 - 60 mins,8,22
PS11749101,22063,water and ice dispensers were old with hard water,Some screw not easily accessible. I broke the ice dispenser mechanism but could glue it back so everything fine for now.,"Serge from San Jose, CA",Easy,1- 2 hours,13,27
PS11749101,20421,Replacing still working but old and stained levers,"The overflow grille was no problem. It just slides out. To get to the levers, you need to remove the front cover trim. Pay attention to where everything is before you remove parts and how the wiring is set up (over or under parts). There are two slots below the trim, use your blade screw driver and pop the trim. You'll notice that th","Mario from Oklahoma City, OK",Easy,15 - 30 mins,56,74
PS11749101,19304,Water and Ice dispenser discolored,I replaced these parts mainly for aesthetic reasons and to prepare our home for a rental. I was very impressed with PartSelect's customer service and delivery. The part literally arrived the next day. Will definitely do business with them again.,"Diana from GILBERT, AZ",Easy,15 - 30 mins,17,21
PS11749102,2572,Crisper drawer was broken. Other parts were stained due to hard water.,"All the parts were easy to find on the website and they arrived within a few days.

Only needed a screw driver to remove the old water arm dispenser and to install the new one.

The drawer, the ice guide and the grille/tray all snapped in place.","James from El Paso, TX",Really Easy,15 - 30 mins,12,19
PS11739225,95174,jad to fix the mount fire the pin and install a new pin and spring,"I started by using some superglue to reattach the broken mounting ring for the pin above the ice door flap. Wait a few minutes for the glue to set (I waited about 2 hours.) After that, install the pin and spring with the spring legs facing the door flap mount and the arch on top. Angle it so the freezer door apply pressure to the spring a","Zachery from CANTON, GA",Really Easy,Less than 15 mins,1,1
PS11739225,16383,Ice make would not dispense out the front door.,"Unpluged the unit and removed the front trim ring.
removed the old parts and installed the new parts.
in reverse order. it took about 12 hour but the dispenser to work but seems to work fine now.","Hoyt A Sulvin Sr from Irwindale, CA",Easy,1- 2 hours,20,58
PS11739225,2729,Front Door Ice Wouldn't Work And Air Going Into Freezer,"Thanks to the pictorial diagram, I was able to order correct parts. It was just a matter of removal of broken parts and replacing them. Ice maker now working and air is no longer getting into freezer which was freezing up ice maker. Thanks for timely delivery, now I am able to use ice dispenser, which I haven't used for long time. Tha","BILL from BATESVILLE, MS",Really Easy,15 - 30 mins,496,607
PS11738300,86916,Ice flap door closing mechanism very slow and noisy,"Unplug refrigerator. 1. Using a thin screwdriver, slowly and carefully pry the front panel off that is around the ice and water dispensers starting at the bottom. Once the bottom side has been popped off, carefully lift up on the panel until the top tabs pop loose. 2. Remove the next panel (5 screws) which holds the light and two swi","Diane from SAN ANTONIO, TX",Really Easy,15 - 30 mins,3,3
PS11738300,18714,Ice Maker Replacement,I have removed the exsisting Ice maker with just a not driver for a tool. I had loosened the two top mount scews and removed the lower mount screw with a 11/32 nut driver (Yellow Handle) and removed the ice maker cradle assembly mount holes out of the exsisting mount clips. The new Ice Maker had come with extension cables and lever arms o,"Kurt from Magnolia, TX",Really Easy,Less than 15 mins,1,4
PS11738300,8842,Ice Dispenser flap would not close-delay mechanism quit working,"The hardest part of this job was removing the front cover over the water and ice dispensing unit.

Step 1: remove front cover by inserting flat head screwdriver into one of small slots on the bottom side of the cover. Push up firmly, but not too hard (don't beak the plastic cover). As you are pushing up, slightly pry the bottom","Alex from Columbiana, OH",A Bit Difficult,15 - 30 mins,11,11
